CodEntrega,CodVenta,Fecha_Envio,Fecha_Estimada,Fecha_Entrega_Real,Tiempo_Entrega,Costo_Total_Entrega,Entregado_A_Tiempo,Costo_Por_Km,Distancia_Recorrida_Km,CodProveedor,CodRango,CodEstado,CodAlmacen
10945,10945,2023-03-10,2023-03-14,2023-03-11,1 días,389.12,Si,13.2,29.48,2,1,3,14
10946,10946,2023-03-09,2023-03-13,2023-03-11,2 días,2093.98,Si,2.8,746.99,7,3,3,2
10947,10947,2023-03-11,2023-03-15,2023-03-14,3 días,318.14,Si,12.89,24.69,1,1,3,4
10948,10948,2023-03-10,2023-03-14,2023-03-12,2 días,434.37,Si,14.52,29.91,3,1,3,7
10949,10949,2023-03-10,2023-03-14,2023-03-15,5 días,320.9,No,12.76,25.15,1,1,3,6
10950,10950,2023-03-09,2023-03-13,2023-03-16,7 días,2543.28,No,2.62,971.64,7,3,3,1
10951,10951,2023-03-11,2023-03-15,2023-03-18,7 días,1384.24,No,5.11,271.06,4,2,3,10
10952,10952,2023-03-09,2023-03-13,,Pendiente,291.78,Pendiente,30.58,9.54,3,1,1,1
10953,10953,2023-03-11,2023-03-15,2023-03-14,3 días,1032.88,Si,5.64,183.22,4,2,3,14
10954,10954,2023-03-11,2023-03-15,2023-03-12,1 días,774.95,Si,9.12,84.99,6,2,3,13
10955,10955,2023-03-11,2023-03-15,2023-03-12,1 días,448.86,Si,11.61,38.67,2,1,3,4
10956,10956,2023-03-09,2023-03-13,2023-03-14,5 días,257.0,No,17.72,14.5,1,1,3,15
10957,10957,2023-03-10,2023-03-14,2023-03-11,1 días,490.26,Si,10.88,45.04,2,1,3,1
10958,10958,2023-03-11,2023-03-15,2023-03-14,3 días,323.77,Si,22.95,14.11,3,1,3,6
10959,10959,2023-03-10,2023-03-14,2023-03-13,3 días,1105.16,Si,6.37,173.37,5,2,3,11
10960,10960,2023-03-11,2023-03-15,2023-03-18,7 días,508.64,No,12.55,40.52,3,1,3,12
10961,10961,2023-03-10,2023-03-14,2023-03-14,4 días,393.68,Si,10.56,37.28,1,1,3,6
10962,10962,2023-03-10,2023-03-14,2023-03-13,3 días,359.96,Si,11.37,31.66,1,1,3,1
10963,10963,2023-03-10,2023-03-14,2023-03-16,6 días,330.98,No,12.34,26.83,1,1,4,12
10964,10964,2023-03-10,2023-03-14,2023-03-12,2 días,451.94,Si,13.94,32.42,3,1,3,15
10965,10965,2023-03-12,2023-03-16,2023-03-15,3 días,1327.06,Si,5.96,222.68,5,2,3,4
10966,10966,2023-03-12,2023-03-16,,Pendiente,570.1,Pendiente,11.56,49.3,3,1,2,13
10967,10967,2023-03-12,2023-03-16,2023-03-18,6 días,357.5,No,11.44,31.25,1,1,3,3
10968,10968,2023-03-10,2023-03-14,2023-03-14,4 días,516.13,Si,12.41,41.59,3,1,3,5
10969,10969,2023-03-11,2023-03-15,2023-03-15,4 días,413.11,Si,12.45,33.17,2,1,3,13
10970,10970,2023-03-10,2023-03-14,2023-03-16,6 días,449.96,No,9.64,46.66,1,1,3,7
10971,10971,2023-03-11,2023-03-15,2023-03-12,1 días,438.29,Si,14.38,30.47,3,1,3,3
10972,10972,2023-03-11,2023-03-15,2023-03-13,2 días,295.58,Si,19.59,15.09,2,1,3,11
10973,10973,2023-03-11,2023-03-15,,Pendiente,323.86,Pendiente,16.66,19.44,2,1,2,8
10974,10974,2023-03-10,2023-03-14,2023-03-16,6 días,278.49,No,22.35,12.46,2,1,3,6
10975,10975,2023-03-13,2023-03-17,2023-03-17,4 días,273.79,Si,39.28,6.97,3,1,3,8
10976,10976,2023-03-12,2023-03-16,2023-03-17,5 días,504.65,No,12.63,39.95,3,1,3,1
10977,10977,2023-03-13,2023-03-17,2023-03-16,3 días,362.18,Si,11.31,32.03,1,1,3,3
10978,10978,2023-03-13,2023-03-17,2023-03-14,1 días,416.42,Si,12.36,33.68,2,1,3,10
10979,10979,2023-03-13,2023-03-17,2023-03-19,6 días,334.34,No,12.21,27.39,1,1,3,14
10980,10980,2023-03-12,2023-03-16,2023-03-18,6 días,453.93,No,11.51,39.45,2,1,3,2
10981,10981,2023-03-11,2023-03-15,2023-03-17,6 días,543.92,No,11.94,45.56,3,1,3,8
10982,10982,2023-03-11,2023-03-15,2023-03-14,3 días,1586.81,Si,3.74,424.7,8,3,3,4
10983,10983,2023-03-12,2023-03-16,2023-03-16,4 días,464.48,Si,9.46,49.08,1,1,3,6
10984,10984,2023-03-12,2023-03-16,2023-03-15,3 días,265.6,Si,45.79,5.8,3,1,3,6
10985,10985,2023-03-13,2023-03-17,,Pendiente,373.46,Pendiente,11.01,33.91,1,1,2,14
10986,10986,2023-03-11,2023-03-15,2023-03-17,6 días,539.02,No,12.02,44.86,3,1,4,3
10987,10987,2023-03-13,2023-03-17,2023-03-16,3 días,316.98,Si,24.12,13.14,3,1,3,2
10988,10988,2023-03-12,2023-03-16,2023-03-16,4 días,3203.18,Si,2.46,1301.59,7,3,3,8
10989,10989,2023-03-13,2023-03-17,2023-03-17,4 días,223.28,Si,25.14,8.88,1,1,3,2
10990,10990,2023-03-13,2023-03-17,,Pendiente,411.09,Pendiente,12.51,32.86,2,1,1,4
10991,10991,2023-03-12,2023-03-16,2023-03-13,1 días,505.07,Si,12.62,40.01,3,1,3,6
10992,10992,2023-03-12,2023-03-16,2023-03-13,1 días,1758.55,Si,6.24,281.71,6,2,4,15
10993,10993,2023-03-14,2023-03-18,,Pendiente,455.44,Pendiente,13.83,32.92,3,1,2,8
10994,10994,2023-03-14,2023-03-18,2023-03-18,4 días,331.89,Si,21.73,15.27,3,1,3,14
10995,10995,2023-03-13,2023-03-17,2023-03-18,5 días,210.26,No,31.34,6.71,1,1,3,6
10996,10996,2023-03-12,2023-03-16,2023-03-19,7 días,339.85,No,15.52,21.9,2,1,3,8
10997,10997,2023-03-14,2023-03-18,2023-03-15,1 días,459.86,Si,9.52,48.31,1,1,3,5
10998,10998,2023-03-13,2023-03-17,2023-03-16,3 días,354.71,Si,19.14,18.53,3,1,3,13
10999,10999,2023-03-12,2023-03-16,2023-03-19,7 días,1449.68,No,5.8,249.93,5,2,3,6
11000,11000,2023-03-12,2023-03-16,2023-03-17,5 días,317.88,No,17.16,18.52,2,1,3,9
11001,11001,2023-03-14,2023-03-18,2023-03-19,5 días,1160.47,No,6.25,185.66,5,2,3,6
11002,11002,2023-03-12,2023-03-16,2023-03-14,2 días,368.85,Si,17.95,20.55,3,1,3,11
11003,11003,2023-03-13,2023-03-17,2023-03-16,3 días,425.96,Si,9.98,42.66,1,1,3,9
11004,11004,2023-03-13,2023-03-17,2023-03-19,6 días,205.22,No,34.96,5.87,1,1,3,11
11005,11005,2023-03-14,2023-03-18,2023-03-15,1 días,344.01,Si,15.26,22.54,2,1,3,6
11006,11006,2023-03-13,2023-03-17,2023-03-17,4 días,947.39,Si,6.85,138.31,5,2,4,8
11007,11007,2023-03-14,2023-03-18,2023-03-18,4 días,358.7,Si,11.41,31.45,1,1,3,7
11008,11008,2023-03-14,2023-03-18,2023-03-20,6 días,463.34,No,9.48,48.89,1,1,3,2
11009,11009,2023-03-15,2023-03-19,2023-03-21,6 días,406.93,No,12.63,32.22,2,1,3,11
11010,11010,2023-03-14,2023-03-18,2023-03-21,7 días,241.9,No,35.42,6.83,2,1,3,15
11011,11011,2023-03-14,2023-03-18,2023-03-18,4 días,421.4,Si,10.06,41.9,1,1,3,10
11012,11012,2023-03-14,2023-03-18,2023-03-16,2 días,380.72,Si,10.84,35.12,1,1,3,15
11013,11013,2023-03-15,2023-03-19,2023-03-16,1 días,233.31,Si,42.34,5.51,2,1,3,1
11014,11014,2023-03-16,2023-03-20,2023-03-23,7 días,1646.2,No,6.35,259.24,6,2,3,15
11015,11015,2023-03-15,2023-03-19,2023-03-18,3 días,464.36,Si,9.47,49.06,1,1,3,6
11016,11016,2023-03-15,2023-03-19,2023-03-20,5 días,436.5,No,11.87,36.77,2,1,3,4
11017,11017,2023-03-14,2023-03-18,2023-03-18,4 días,246.19,Si,32.87,7.49,2,1,3,3
11018,11018,2023-03-15,2023-03-19,2023-03-16,1 días,253.21,Si,29.55,8.57,2,1,3,14
11019,11019,2023-03-16,2023-03-20,2023-03-23,7 días,472.71,No,11.16,42.34,2,1,3,4
11020,11020,2023-03-15,2023-03-19,2023-03-16,1 días,2209.1,Si,2.75,804.55,7,3,3,8
11021,11021,2023-03-14,2023-03-18,2023-03-16,2 días,310.26,Si,25.47,12.18,3,1,3,10
11022,11022,2023-03-16,2023-03-20,2023-03-23,7 días,308.39,No,18.08,17.06,2,1,3,14
11023,11023,2023-03-14,2023-03-18,2023-03-16,2 días,295.22,Si,14.15,20.87,1,1,3,2
11024,11024,2023-03-14,2023-03-18,2023-03-16,2 días,519.84,Si,12.34,42.12,3,1,3,8
11025,11025,2023-03-14,2023-03-18,2023-03-16,2 días,645.58,Si,9.06,71.24,5,2,3,2
11026,11026,2023-03-14,2023-03-18,,Pendiente,485.68,Pendiente,13.04,37.24,3,1,1,15
11027,11027,2023-03-16,2023-03-20,2023-03-19,3 días,368.36,Si,17.99,20.48,3,1,3,15
11028,11028,2023-03-14,2023-03-18,2023-03-18,4 días,246.31,Si,32.8,7.51,2,1,3,7
11029,11029,2023-03-15,2023-03-19,2023-03-17,2 días,1256.04,Si,5.26,239.01,4,2,3,4
11030,11030,2023-03-17,2023-03-21,2023-03-22,5 días,413.88,No,12.43,33.29,2,1,3,2
11031,11031,2023-03-15,2023-03-19,2023-03-18,3 días,514.87,Si,12.43,41.41,3,1,3,4
11032,11032,2023-03-15,2023-03-19,2023-03-22,7 días,325.22,No,12.57,25.87,1,1,3,1
11033,11033,2023-03-16,2023-03-20,2023-03-22,6 días,362.4,No,14.28,25.37,2,1,3,6
11034,11034,2023-03-15,2023-03-19,2023-03-16,1 días,385.93,Si,16.79,22.99,3,1,3,13
11035,11035,2023-03-17,2023-03-21,2023-03-23,6 días,277.99,No,36.72,7.57,3,1,3,1
11036,11036,2023-03-17,2023-03-21,2023-03-21,4 días,362.2,Si,18.48,19.6,3,1,3,4
11037,11037,2023-03-15,2023-03-19,2023-03-16,1 días,456.85,Si,11.45,39.9,2,1,4,6
11038,11038,2023-03-15,2023-03-19,2023-03-16,1 días,417.56,Si,10.12,41.26,1,1,3,14
11039,11039,2023-03-18,2023-03-22,2023-03-21,3 días,3465.18,Si,2.42,1432.59,7,3,3,7
11040,11040,2023-03-18,2023-03-22,,Pendiente,396.14,Pendiente,12.96,30.56,2,1,2,5
11041,11041,2023-03-17,2023-03-21,2023-03-22,5 días,279.44,No,15.32,18.24,1,1,3,9
11042,11042,2023-03-18,2023-03-22,2023-03-25,7 días,450.22,No,11.58,38.88,2,1,3,14
11043,11043,2023-03-18,2023-03-22,2023-03-19,1 días,398.3,Si,10.47,38.05,1,1,3,8
11044,11044,2023-03-16,2023-03-20,2023-03-18,2 días,469.0,Si,11.23,41.77,2,1,3,14
11045,11045,2023-03-18,2023-03-22,2023-03-20,2 días,515.57,Si,12.42,41.51,3,1,3,14
11046,11046,2023-03-17,2023-03-21,,Pendiente,452.85,Pendiente,13.91,32.55,3,1,1,3
11047,11047,2023-03-16,2023-03-20,2023-03-18,2 días,447.36,Si,11.64,38.44,2,1,3,1
11048,11048,2023-03-18,2023-03-22,2023-03-21,3 días,222.98,Si,25.25,8.83,1,1,3,8
11049,11049,2023-03-17,2023-03-21,2023-03-21,4 días,414.63,Si,15.31,27.09,3,1,3,6
11050,11050,2023-03-18,2023-03-22,,Pendiente,569.33,Pendiente,11.57,49.19,3,1,1,6
11051,11051,2023-03-17,2023-03-21,2023-03-20,3 días,1667.39,Si,5.59,298.31,5,2,3,7
11052,11052,2023-03-18,2023-03-22,2023-03-25,7 días,367.64,No,11.16,32.94,1,1,3,9
11053,11053,2023-03-16,2023-03-20,2023-03-17,1 días,1589.45,Si,6.41,247.89,6,2,3,7
11054,11054,2023-03-17,2023-03-21,2023-03-22,5 días,429.1,No,12.04,35.63,2,1,3,3
11055,11055,2023-03-19,2023-03-23,2023-03-22,3 días,425.2,Si,14.87,28.6,3,1,3,6
11056,11056,2023-03-18,2023-03-22,2023-03-24,6 días,328.22,No,16.32,20.11,2,1,3,6
11057,11057,2023-03-18,2023-03-22,2023-03-20,2 días,1066.24,Si,5.57,191.56,4,2,4,4
11058,11058,2023-03-19,2023-03-23,2023-03-21,2 días,300.26,Si,18.99,15.81,2,1,3,1
11059,11059,2023-03-18,2023-03-22,2023-03-21,3 días,1690.25,Si,6.31,268.05,6,2,3,5
11060,11060,2023-03-19,2023-03-23,2023-03-22,3 días,365.42,Si,11.22,32.57,1,1,3,12
11061,11061,2023-03-19,2023-03-23,2023-03-22,3 días,556.66,Si,11.75,47.38,3,1,3,6
11062,11062,2023-03-17,2023-03-21,2023-03-18,1 días,261.59,Si,26.53,9.86,2,1,3,10
11063,11063,2023-03-17,2023-03-21,2023-03-20,3 días,1463.68,Si,3.39,431.84,7,3,3,4
11064,11064,2023-03-18,2023-03-22,,Pendiente,432.93,Pendiente,11.95,36.22,2,1,1,7
11065,11065,2023-03-19,2023-03-23,2023-03-26,7 días,324.89,No,22.77,14.27,3,1,4,12
11066,11066,2023-03-19,2023-03-23,2023-03-24,5 días,346.35,No,15.12,22.9,2,1,3,4
11067,11067,2023-03-17,2023-03-21,2023-03-21,4 días,412.74,Si,15.39,26.82,3,1,3,8
11068,11068,2023-03-19,2023-03-23,,Pendiente,1211.28,Pendiente,6.15,196.95,5,2,2,3
11069,11069,2023-03-20,2023-03-24,2023-03-27,7 días,300.39,No,18.98,15.83,2,1,3,5
11070,11070,2023-03-19,2023-03-23,2023-03-24,5 días,258.14,No,17.57,14.69,1,1,3,7
11071,11071,2023-03-20,2023-03-24,,Pendiente,463.04,Pendiente,9.48,48.84,1,1,1,3
11072,11072,2023-03-20,2023-03-24,2023-03-27,7 días,430.64,No,9.91,43.44,1,1,3,13
11073,11073,2023-03-20,2023-03-24,2023-03-25,5 días,480.71,No,11.03,43.57,2,1,3,15
11074,11074,2023-03-19,2023-03-23,2023-03-21,2 días,1302.8,Si,6.0,217.29,5,2,3,11
11075,11075,2023-03-18,2023-03-22,2023-03-21,3 días,1626.13,Si,5.62,289.14,5,2,3,12
11076,11076,2023-03-19,2023-03-23,,Pendiente,391.0,Pendiente,13.13,29.77,2,1,2,15
11077,11077,2023-03-18,2023-03-22,2023-03-25,7 días,1716.3,No,6.28,273.26,6,2,4,7
11078,11078,2023-03-19,2023-03-23,2023-03-23,4 días,472.24,Si,13.37,35.32,3,1,3,6
11079,11079,2023-03-19,2023-03-23,2023-03-21,2 días,292.27,Si,20.05,14.58,2,1,3,10
11080,11080,2023-03-19,2023-03-23,2023-03-23,4 días,334.58,Si,15.86,21.09,2,1,3,1
11081,11081,2023-03-20,2023-03-24,2023-03-21,1 días,457.11,Si,11.44,39.94,2,1,3,1
11082,11082,2023-03-20,2023-03-24,,Pendiente,430.33,Pendiente,12.01,35.82,2,1,2,1
11083,11083,2023-03-21,2023-03-25,2023-03-24,3 días,273.02,Si,15.9,17.17,1,1,3,1
11084,11084,2023-03-19,2023-03-23,,Pendiente,212.66,Pendiente,29.91,7.11,1,1,1,1
11085,11085,2023-03-20,2023-03-24,2023-03-22,2 días,1824.95,Si,6.19,294.99,6,2,4,6
11086,11086,2023-03-19,2023-03-23,2023-03-22,3 días,528.45,Si,12.19,43.35,3,1,3,8
11087,11087,2023-03-20,2023-03-24,2023-03-24,4 días,492.86,Si,10.85,45.44,2,1,3,10
11088,11088,2023-03-20,2023-03-24,2023-03-22,2 días,242.54,Si,35.0,6.93,2,1,3,1
11089,11089,2023-03-19,2023-03-23,2023-03-24,5 días,563.8,No,11.65,48.4,3,1,3,3
11090,11090,2023-03-19,2023-03-23,2023-03-24,5 días,373.75,No,17.59,21.25,3,1,3,15
11091,11091,2023-03-20,2023-03-24,2023-03-22,2 días,896.24,Si,6.01,149.06,4,2,3,1
11092,11092,2023-03-20,2023-03-24,2023-03-25,5 días,287.39,No,20.78,13.83,2,1,3,4
11093,11093,2023-03-21,2023-03-25,2023-03-24,3 días,262.58,Si,17.02,15.43,1,1,3,4
11094,11094,2023-03-21,2023-03-25,2023-03-23,2 días,345.47,Si,20.07,17.21,3,1,3,12
11095,11095,2023-03-20,2023-03-24,2023-03-24,4 días,269.31,Si,42.55,6.33,3,1,3,15
11096,11096,2023-03-20,2023-03-24,2023-03-21,1 días,410.15,Si,15.51,26.45,3,1,3,2
11097,11097,2023-03-21,2023-03-25,2023-03-25,4 días,1429.16,Si,5.06,282.29,4,2,3,5
11098,11098,2023-03-20,2023-03-24,2023-03-25,5 días,514.83,No,10.55,48.82,2,1,3,1
11099,11099,2023-03-22,2023-03-26,2023-03-26,4 días,414.79,Si,12.41,33.43,2,1,3,10
11100,11100,2023-03-20,2023-03-24,2023-03-22,2 días,308.37,Si,25.89,11.91,3,1,3,14
11101,11101,2023-03-21,2023-03-25,2023-03-25,4 días,1457.4,Si,5.04,289.35,4,2,3,4
11102,11102,2023-03-21,2023-03-25,,Pendiente,220.58,Pendiente,26.17,8.43,1,1,2,6
11103,11103,2023-03-22,2023-03-26,2023-03-25,3 días,435.26,Si,9.85,44.21,1,1,3,15
11104,11104,2023-03-22,2023-03-26,2023-03-28,6 días,263.8,No,25.86,10.2,2,1,3,11
11105,11105,2023-03-22,2023-03-26,2023-03-25,3 días,1473.6,Si,5.02,293.4,4,2,3,12
11106,11106,2023-03-22,2023-03-26,2023-03-25,3 días,412.25,Si,15.41,26.75,3,1,3,15
11107,11107,2023-03-22,2023-03-26,2023-03-26,4 días,1582.2,Si,6.42,246.44,6,2,3,12
11108,11108,2023-03-21,2023-03-25,2023-03-26,5 días,408.81,No,12.57,32.51,2,1,3,7
11109,11109,2023-03-23,2023-03-27,2023-03-27,4 días,438.36,Si,14.38,30.48,3,1,3,10
11110,11110,2023-03-22,2023-03-26,2023-03-23,1 días,542.94,Si,11.95,45.42,3,1,3,4
11111,11111,2023-03-21,2023-03-25,2023-03-23,2 días,437.96,Si,9.81,44.66,1,1,3,8
11112,11112,2023-03-23,2023-03-27,2023-03-24,1 días,410.85,Si,15.47,26.55,3,1,3,9
11113,11113,2023-03-23,2023-03-27,2023-03-28,5 días,418.9,No,15.12,27.7,3,1,3,6
11114,11114,2023-03-23,2023-03-27,2023-03-30,7 días,227.12,No,23.86,9.52,1,1,3,14
11115,11115,2023-03-22,2023-03-26,2023-03-29,7 días,364.72,No,18.27,19.96,3,1,3,15
11116,11116,2023-03-23,2023-03-27,2023-03-26,3 días,323.67,Si,16.68,19.41,2,1,3,11
11117,11117,2023-03-21,2023-03-25,2023-03-26,5 días,507.73,No,12.57,40.39,3,1,3,3
11118,11118,2023-03-24,2023-03-28,2023-03-31,7 días,502.74,No,10.71,46.96,2,1,3,1
11119,11119,2023-03-22,2023-03-26,2023-03-28,6 días,323.91,No,22.92,14.13,3,1,3,11
11120,11120,2023-03-24,2023-03-28,2023-03-25,1 días,470.91,Si,13.4,35.13,3,1,3,6
11121,11121,2023-03-24,2023-03-28,2023-03-25,1 días,272.38,Si,23.64,11.52,2,1,3,15
11122,11122,2023-03-24,2023-03-28,2023-03-26,2 días,372.74,Si,13.83,26.96,2,1,3,2
11123,11123,2023-03-23,2023-03-27,2023-03-26,3 días,518.72,Si,12.36,41.96,3,1,3,15
11124,11124,2023-03-24,2023-03-28,2023-03-28,4 días,263.5,Si,47.91,5.5,3,1,3,4
11125,11125,2023-03-23,2023-03-27,2023-03-28,5 días,422.99,No,12.19,34.69,2,1,3,2
11126,11126,2023-03-22,2023-03-26,2023-03-29,7 días,383.47,No,13.4,28.61,2,1,3,15
11127,11127,2023-03-22,2023-03-26,2023-03-23,1 días,771.3,Si,9.15,84.26,6,2,3,7
11128,11128,2023-03-22,2023-03-26,2023-03-23,1 días,422.19,Si,14.99,28.17,3,1,4,9
11129,11129,2023-03-22,2023-03-26,2023-03-29,7 días,433.19,No,11.95,36.26,2,1,3,4
11130,11130,2023-03-22,2023-03-26,2023-03-24,2 días,399.72,Si,12.85,31.11,2,1,3,1
11131,11131,2023-03-22,2023-03-26,,Pendiente,354.29,Pendiente,19.18,18.47,3,1,2,11
11132,11132,2023-03-22,2023-03-26,2023-03-28,6 días,447.67,No,14.07,31.81,3,1,3,6
11133,11133,2023-03-23,2023-03-27,2023-03-27,4 días,287.54,Si,14.68,19.59,1,1,3,11
11134,11134,2023-03-23,2023-03-27,2023-03-29,6 días,1282.15,No,6.03,212.7,5,2,3,4
11135,11135,2023-03-25,2023-03-29,2023-03-27,2 días,430.45,Si,14.67,29.35,3,1,3,6
11136,11136,2023-03-25,2023-03-29,2023-03-30,5 días,864.28,No,7.21,119.84,5,2,3,4
11137,11137,2023-03-24,2023-03-28,2023-03-25,1 días,503.53,Si,12.65,39.79,3,1,3,10
11138,11138,2023-03-24,2023-03-28,2023-03-28,4 días,452.6,Si,9.61,47.1,1,1,3,13
11139,11139,2023-03-25,2023-03-29,2023-03-29,4 días,1227.96,Si,3.91,313.98,7,3,3,14
11140,11140,2023-03-25,2023-03-29,2023-03-28,3 días,213.2,Si,29.61,7.2,1,1,3,1
11141,11141,2023-03-24,2023-03-28,2023-03-26,2 días,313.1,Si,13.13,23.85,1,1,3,14
11142,11142,2023-03-23,2023-03-27,2023-03-29,6 días,464.12,No,13.59,34.16,3,1,3,15
11143,11143,2023-03-24,2023-03-28,2023-03-28,4 días,266.99,Si,24.98,10.69,2,1,3,7
11144,11144,2023-03-25,2023-03-29,2023-03-30,5 días,333.74,No,15.92,20.96,2,1,3,6
11145,11145,2023-03-24,2023-03-28,2023-03-31,7 días,429.14,No,9.94,43.19,1,1,3,3
11146,11146,2023-03-23,2023-03-27,2023-03-30,7 días,1195.35,No,6.18,193.41,5,2,3,5
11147,11147,2023-03-24,2023-03-28,2023-03-26,2 días,492.28,Si,10.86,45.35,2,1,3,3
11148,11148,2023-03-25,2023-03-29,2023-03-30,5 días,3576.84,No,2.77,1289.93,8,3,3,13
11149,11149,2023-03-24,2023-03-28,2023-03-31,7 días,455.84,No,9.57,47.64,1,1,3,15
11150,11150,2023-03-25,2023-03-29,2023-03-30,5 días,314.24,No,13.07,24.04,1,1,3,13
11151,11151,2023-03-24,2023-03-28,2023-03-28,4 días,369.2,Si,11.12,33.2,1,1,3,1
11152,11152,2023-03-25,2023-03-29,2023-03-27,2 días,276.61,Si,22.73,12.17,2,1,3,2
11153,11153,2023-03-26,2023-03-30,2023-03-30,4 días,233.96,Si,21.95,10.66,1,1,3,5
11154,11154,2023-03-25,2023-03-29,2023-03-31,6 días,281.02,No,21.87,12.85,2,1,3,14
11155,11155,2023-03-26,2023-03-30,,Pendiente,359.48,Pendiente,11.38,31.58,1,1,2,9
11156,11156,2023-03-25,2023-03-29,2023-04-01,7 días,395.45,No,16.24,24.35,3,1,3,6
11157,11157,2023-03-25,2023-03-29,2023-03-26,1 días,390.29,Si,13.16,29.66,2,1,3,6
11158,11158,2023-03-25,2023-03-29,2023-03-28,3 días,521.84,Si,9.41,55.46,4,2,3,13
11159,11159,2023-03-24,2023-03-28,2023-03-26,2 días,1214.16,Si,5.31,228.54,4,2,3,1
11160,11160,2023-03-26,2023-03-30,,Pendiente,462.32,Pendiente,9.49,48.72,1,1,1,1
11161,11161,2023-03-24,2023-03-28,2023-03-28,4 días,1690.9,Si,3.1,545.45,7,3,3,4
11162,11162,2023-03-26,2023-03-30,2023-03-27,1 días,385.44,Si,16.82,22.92,3,1,3,15
11163,11163,2023-03-26,2023-03-30,2023-03-27,1 días,231.24,Si,44.55,5.19,2,1,3,6
11164,11164,2023-03-26,2023-03-30,2023-03-29,3 días,487.64,Si,13.0,37.52,3,1,3,1
11165,11165,2023-03-25,2023-03-29,2023-03-27,2 días,440.12,Si,9.78,45.02,1,1,3,11
11166,11166,2023-03-26,2023-03-30,,Pendiente,1228.11,Pendiente,6.12,200.69,5,2,1,3
11167,11167,2023-03-27,2023-03-31,,Pendiente,287.33,Pendiente,20.79,13.82,2,1,1,6
11168,11168,2023-03-26,2023-03-30,2023-03-31,5 días,743.86,No,7.99,93.08,5,2,3,2
11169,11169,2023-03-25,2023-03-29,2023-03-30,5 días,544.9,No,11.92,45.7,3,1,3,9
11170,11170,2023-03-27,2023-03-31,2023-03-28,1 días,322.37,Si,23.18,13.91,3,1,3,3
11171,11171,2023-03-27,2023-03-31,2023-03-30,3 días,314.25,Si,24.65,12.75,3,1,3,6
11172,11172,2023-03-26,2023-03-30,2023-03-27,1 días,382.04,Si,10.81,35.34,1,1,3,10
11173,11173,2023-03-27,2023-03-31,2023-03-28,1 días,383.78,Si,10.77,35.63,1,1,3,4
11174,11174,2023-03-25,2023-03-29,2023-03-26,1 días,310.88,Si,13.24,23.48,1,1,3,11
11175,11175,2023-03-25,2023-03-29,2023-04-01,7 días,517.64,No,9.51,54.41,4,2,3,3
11176,11176,2023-03-25,2023-03-29,2023-03-29,4 días,1199.15,Si,7.06,169.83,6,2,3,14
11177,11177,2023-03-26,2023-03-30,,Pendiente,2259.26,Pendiente,3.15,717.07,8,3,2,15
11178,11178,2023-03-27,2023-03-31,2023-04-03,7 días,1736.1,No,6.26,277.22,6,2,3,2
11179,11179,2023-03-26,2023-03-30,2023-04-02,7 días,428.96,No,9.94,43.16,1,1,3,9
11180,11180,2023-03-27,2023-03-31,2023-03-30,3 días,336.92,Si,12.11,27.82,1,1,3,4
11181,11181,2023-03-28,2023-04-01,2023-03-30,2 días,511.86,Si,12.49,40.98,3,1,3,4
11182,11182,2023-03-28,2023-04-01,2023-03-30,2 días,345.47,Si,20.07,17.21,3,1,3,15
11183,11183,2023-03-28,2023-04-01,2023-04-01,4 días,242.24,Si,20.12,12.04,1,1,3,10
11184,11184,2023-03-27,2023-03-31,2023-04-02,6 días,273.55,No,23.38,11.7,2,1,3,4
11185,11185,2023-03-26,2023-03-30,2023-04-02,7 días,1185.96,No,5.35,221.49,4,2,3,11
11186,11186,2023-03-28,2023-04-01,2023-04-01,4 días,459.62,Si,9.52,48.27,1,1,4,1
11187,11187,2023-03-27,2023-03-31,2023-04-03,7 días,448.51,No,14.05,31.93,3,1,3,11
11188,11188,2023-03-27,2023-03-31,2023-03-28,1 días,339.56,Si,12.02,28.26,1,1,3,12
11189,11189,2023-03-28,2023-04-01,,Pendiente,1315.05,Pendiente,5.98,220.01,5,2,2,13
11190,11190,2023-03-28,2023-04-01,2023-04-01,4 días,401.08,Si,12.81,31.32,2,1,3,14
11191,11191,2023-03-27,2023-03-31,2023-03-28,1 días,308.65,Si,18.05,17.1,2,1,3,15
11192,11192,2023-03-29,2023-04-02,2023-04-05,7 días,320.81,No,16.91,18.97,2,1,3,3
11193,11193,2023-03-29,2023-04-02,2023-04-01,3 días,267.84,Si,43.76,6.12,3,1,3,6
11194,11194,2023-03-28,2023-04-01,2023-04-01,4 días,298.43,Si,28.45,10.49,3,1,3,1
11195,11195,2023-03-29,2023-04-02,2023-04-03,5 días,489.41,No,10.9,44.91,2,1,3,3
11196,11196,2023-03-28,2023-04-01,2023-04-02,5 días,291.98,No,14.36,20.33,1,1,3,4
11197,11197,2023-03-28,2023-04-01,2023-04-01,4 días,449.36,Si,9.65,46.56,1,1,3,12
11198,11198,2023-03-27,2023-03-31,2023-04-02,6 días,337.97,No,15.64,21.61,2,1,3,7
11199,11199,2023-03-29,2023-04-02,2023-03-31,2 días,371.84,Si,11.05,33.64,1,1,3,3
11200,11200,2023-03-28,2023-04-01,,Pendiente,536.22,Pendiente,12.06,44.46,3,1,2,1
11201,11201,2023-03-28,2023-04-01,2023-03-31,3 días,474.62,Si,13.31,35.66,3,1,3,14
11202,11202,2023-03-27,2023-03-31,2023-04-02,6 días,704.31,No,8.36,84.29,5,2,3,4
